date,GPR
2012-11,81.38964080810547
2012-12,74.83155822753906
2013-01,90.6574935913086
2013-02,81.59033203125
2013-03,75.89672088623047
2013-04,95.10787200927734
2013-05,83.71731567382812
2013-06,82.97300720214844
2013-07,73.97581481933594
2013-08,90.95674896240234
2013-09,100.4593276977539
2013-10,72.95311737060547
2013-11,77.77902221679688
2013-12,70.37248992919922
2014-01,77.91596984863281
2014-02,69.00352478027344
2014-03,119.83855438232422
2014-04,93.22154235839844
2014-05,83.4288558959961
2014-06,98.76710510253906
2014-07,138.7539520263672
2014-08,136.44558715820312
2014-09,131.55665588378906
2014-10,83.66100311279297
2014-11,84.38005065917969
2014-12,86.5262222290039
2015-01,111.9856948852539
2015-02,111.92469787597656
2015-03,104.23526763916016
2015-04,102.19049072265625
2015-05,76.2623291015625
2015-06,85.90596771240234
2015-07,106.80866241455078
2015-08,82.47853088378906
2015-09,98.7674560546875
2015-10,91.931884765625
2015-11,150.71588134765625
2015-12,148.23687744140625
2016-01,118.21114349365234
2016-02,103.74964904785156
2016-03,109.72029113769531
2016-04,85.22145080566406
2016-05,88.3324203491211
2016-06,90.16812896728516
2016-07,114.6104507446289
2016-08,98.73848724365234
2016-09,104.54522705078125
2016-10,85.74778747558594
2016-11,82.91875457763672
2016-12,102.18046569824219
2017-01,105.20123291015625
2017-02,114.20635986328125
2017-03,96.63587951660156
2017-04,119.45992279052734
2017-05,102.57996368408203
2017-06,126.78901672363281
2017-07,102.81346130371094
2017-08,138.5316162109375
2017-09,115.5344467163086
2017-10,91.4615707397461
2017-11,92.59601593017578
2017-12,82.71825408935547
2018-01,92.42678833007812
2018-02,64.49137115478516
2018-03,111.96229553222656
2018-04,123.26347351074219
2018-05,125.66661834716797
2018-06,103.96858978271484
2018-07,110.02842712402344
2018-08,112.74168395996094
2018-09,75.05390930175781
2018-10,92.0164794921875
2018-11,80.40758514404297
2018-12,90.607666015625
2019-01,87.42410278320312
2019-02,96.80016326904297
2019-03,82.32829284667969
2019-04,79.25344848632812
2019-05,106.4719009399414
2019-06,106.58845520019531
2019-07,93.52125549316406
2019-08,103.4044189453125
2019-09,90.36798858642578
2019-10,97.83673095703125
2019-11,73.07838439941406
2019-12,74.27989196777344
2020-01,138.4209442138672
2020-02,75.95555877685547
2020-03,81.54003143310547
2020-04,69.33940124511719
2020-05,68.50721740722656
2020-06,71.22785949707031
2020-07,66.47328186035156
2020-08,65.46604919433594
2020-09,80.37738037109375
2020-10,76.08316802978516
2020-11,70.06746673583984
2020-12,64.06729125976562
2021-01,77.418701171875
2021-02,73.95680236816406
2021-03,78.61876678466797
2021-04,88.16622161865234
2021-05,93.00713348388672
2021-06,74.12712097167969
2021-07,58.42076873779297
2021-08,89.4865493774414
2021-09,80.69696807861328
2021-10,79.02923583984375
2021-11,86.56914520263672
2021-12,105.34542083740234
2022-01,138.67498779296875
2022-02,216.1590118408203
2022-03,318.9549255371094
2022-04,191.14309692382812
2022-05,142.25848388671875
2022-06,130.7073211669922
2022-07,117.17676544189453
2022-08,132.86322021484375
2022-09,131.98587036132812
2022-10,143.16241455078125
2022-11,116.7162857055664
2022-12,111.19593811035156
2023-01,104.26704406738281
2023-02,120.99437713623047
2023-03,105.37997436523438
2023-04,106.80965423583984
2023-05,108.46768188476562
2023-06,110.52894592285156
2023-07,107.44878387451172
2023-08,101.14118194580078
2023-09,98.63481140136719
2023-10,197.8870086669922
2023-11,156.69613647460938
2023-12,142.2794647216797
2024-01,160.3736572265625
2024-02,146.59817504882812
2024-03,133.21316528320312
2024-04,163.9473419189453
2024-05,130.52186584472656
2024-06,113.0927963256836
2024-07,92.3948745727539
2024-08,140.97506713867188
2024-09,130.35877990722656
2024-10,130.689208984375
2024-11,128.90164184570312
2024-12,142.36643981933594
2025-01,112.32621765136719
2025-02,136.42637634277344
2025-03,172.65379333496094
2025-04,140.9253387451172
2025-05,164.2084503173828
2025-06,221.69993591308594
2025-07,134.31622314453125
2025-08,136.24305725097656
2025-09,122.89342498779297
2025-10,154.43557739257812
2025-11,104.41127014160156
2025-12,130.88766479492188
2026-01,167.668212890625
2026-02,116.70408630371094
